(0,0)!(0,0)!(8,0)!(0,0)!(4,0)!(0,0)!;(0,0)(8,0)(4,0);(0,0)!(1x,0)!(8,0)(3x,0);(0,0)!(1x,0)!(8,0)(3x,0)
(0,0)!(0,0)!([11],0)!(0,[11])!([44],0)!(0,0)!;(0,0)([11],0)!(0,[11])!([44],0);(0,0)!([1x1x],0)!([11],0)!(0,[11])!([3x3x],0);(0,0)!([1x1x],0)!([11],0)!(0,[11])!([3x3x],0)
(0,0)!(0,0)!([11],0)!(0,[15])!(4,0)!(0,0)!;(0,0)([11],0)!(0,[15])!(4,0);(2,0)!(1x,0)!([11],0)!(0,[13])!(3x,0);(2,0)!(1x,0)!([11],0)!(0,[13])!(3x,0)
(0,0)!(0,0)!([11],0)!(0,[51])!(4,0)!(0,0)!;(0,0)([11],0)!(0,[51])!(4,0);(2,0)!(1x,0)!([11],0)!(0,[31])!(3x,0);(2,0)!(1x,0)!([11],0)!(0,[31])!(3x,0)
(0,0)!(0,0)!([11],0)!(0,[55])!(0,0)!(0,0)!;(0,0)([11],0)!(0,[55])(0,0)!;(0,0)([11],0)!(0,[11])!([44],0);([22],0)([11],0)!(0,[11])!([22],0)
(0,0)!(0,0)!([12],0)!(0,1)!([44],0)!(0,0)!;(0,0)([12],0)!(0,1)!([44],0);(0,0)!([1x1x],0)!([12],0)!(0,1)!([3x3x],0);(0,0)!([1x1x],0)!([12],0)!(0,1)!([3x3x],0)
(0,0)!(0,0)!([12],0)!(0,5)!(4,0)!(0,0)!;(0,0)([12],0)!(0,5)!(4,0);(2,0)!(1x,0)!([12],0)!(0,3)!(3x,0);(2,0)!(1x,0)!([12],0)!(0,3)!(3x,0)
(0,0)!(0,0)!([16],0)!(0,1)!(4,0)!(0,0)!;(0,0)([16],0)!(0,1)!(4,0);(2,0)!(1x,0)!([14],0)!(0,1)!(3x,0);(2,0)!(1x,0)!([14],0)!(0,1)!(3x,0)
(0,0)!(0,0)!([16],0)!(0,5)!(0,0)!(0,0)!;(0,0)([16],0)!(0,5)(0,0)!;(0,0)([13x],0)!(0,1)!(4,0)!(3x,0)!;(2,0)!(1x,0)!([13x],0)!(0,1)!(2,0)!(2,0)!
(0,0)!(0,0)!([21],0)!(0,1)!([44],0)!(0,0)!;(0,0)([21],0)!(0,1)!([44],0);(0,0)!([1x1x],0)!([21],0)!(0,1)!([3x3x],0);(0,0)!([1x1x],0)!([21],0)!(0,1)!([3x3x],0)
(0,0)!(0,0)!([21],0)!(0,5)!(4,0)!(0,0)!;(0,0)([21],0)!(0,5)!(4,0);(2,0)!(1x,0)!([21],0)!(0,3)!(3x,0);(2,0)!(1x,0)!([21],0)!(0,3)!(3x,0)
(0,0)!(0,0)!([22],0)!(0,0)!([44],0)!(0,0)!;(0,0)([22],0)([44],0);(0,0)!([1x1x],0)!([22],0)([3x3x],0);(0,0)!([1x1x],0)!([22],0)([3x3x],0)
(0,0)!(0,0)!([26],0)!(0,0)!(4,0)!(0,0)!;(0,0)([26],0)(4,0);(2,0)!(1x,0)!([24],0)(3x,0);(2,0)!(1x,0)!([24],0)(3x,0)
(0,0)!(0,0)!([61],0)!(0,1)!(4,0)!(0,0)!;(0,0)([61],0)!(0,1)!(4,0);(2,0)!(1x,0)!([41],0)!(0,1)!(3x,0);(2,0)!(1x,0)!([41],0)!(0,1)!(3x,0)
(0,0)!(0,0)!([61],0)!(0,5)!(0,0)!(0,0)!;(0,0)([61],0)!(0,5)(0,0)!;(0,0)([3x1],0)!(0,1)!(4,0)!(3x,0)!;(2,0)!(1x,0)!([3x1],0)!(0,1)!(2,0)!(2,0)!
(0,0)!(0,0)!([62],0)!(0,0)!(4,0)!(0,0)!;(0,0)([62],0)(4,0);(2,0)!(1x,0)!([42],0)(3x,0);(2,0)!(1x,0)!([42],0)(3x,0)
(0,0)!(0,0)!([66],0)!(0,0)!(0,0)!(0,0)!;(0,0)([66],0)(0,0);(0,0)([3x3x],0)(0,0)!([3x3x],0)!;([1x1x],0)!([3x3x],0)(0,0)!([22],0)
(0,0)!(0,0)!(c,0)!(0,0)!(0,0)!(0,0)!;(0,0)(c,0)(0,0);(0,0)(8,0)(4,0);(2,0)(8,0)(2,0)
(0,2x)!(0,0)!(1,0)!(0,1)!(8x,0)!(0,0)!;(0,2x)(1,0)!(0,1)!(8x,0);(0,2x)(1,0)!(0,1)!(7,0)!(0,1x)!;(0,2x)(1,0)!(0,1)!(7,0)!(0,1x)!
(0,2x)!(0,0)!(1,0)!(0,1)!([2x6],0)!(0,0)!;(0,2x)(1,0)!(0,1)!([2x6],0);(0,2x)(1,0)!(0,1)!([16],0)!(0,1x)!;(0,2x)(1,0)!(0,1)!([16],0)!(0,1x)!
(0,2x)!(0,0)!(1,0)!(0,1)!([62x],0)!(0,0)!;(0,2x)(1,0)!(0,1)!([62x],0);(0,2x)(1,0)!(0,1)!([61],0)!(0,1x)!;(0,2x)(1,0)!(0,1)!([61],0)!(0,1x)!
(0,2x)!(0,0)!(1,0)!(0,3x)!(6,0)!(0,0)!;(0,2x)(1,0)!(0,3x)!(6,0);(0,2x)(1,0)!(0,3x)!(6,0);(0,2x)(1,0)!(0,3x)!(6,0)
(0,2x)!(0,0)!(1,0)!(0,7)!(2x,0)!(0,0)!;(0,2x)(1,0)!(0,7)!(2x,0);(0,2x)(1,0)!(0,7)!(1,0)!(0,1x)!;(0,2x)(1,0)!(0,7)!(1,0)!(0,1x)!
(0,2x)!(0,0)!(1,0)!(0,9x)!(0,0)!(0,0)!;(0,2x)(1,0)!(0,9x)(0,0)!;(0,2x)(1,0)!(0,8)(0,1x)!;(0,2x)(1,0)!(0,8)(0,1x)!
(0,2x)!(0,0)!(1,0)!(0,[11])!([2x5],0)!(0,0)!;(0,2x)(1,0)!(0,[11])!([2x5],0);(0,2x)(1,1x)!(0,[11])!([14x],0)!(0,1x)!;(0,2x)(1,1x)!(0,[11])!([14x],0)!(0,1x)!
(0,2x)!(0,0)!(1,0)!(0,[11])!([52x],0)!(0,0)!;(0,2x)(1,0)!(0,[11])!([52x],0);(0,2x)(1,1x)!(0,[11])!([4x1],0)!(0,1x)!;(0,2x)(1,1x)!(0,[11])!([4x1],0)!(0,1x)!
(0,2x)!(0,0)!(1,0)!(0,[13x])!(5,0)!(0,0)!;(0,2x)(1,0)!(0,[13x])!(5,0);(0,2x)(1,1x)!(0,[13x])!(4x,0);(0,2x)(1,1x)!(0,[13x])!(4x,0)
(0,2x)!(0,0)!(1,0)!(0,[16])!(2x,0)!(0,0)!;(0,2x)(1,0)!(0,[16])!(2x,0);(0,2x)(1,1x)!(0,[15x])!(1,0)!(0,1x)!;(0,2x)(1,1x)!(0,[15x])!(1,0)!(0,1x)!
(0,2x)!(0,0)!(1,0)!(0,[3x1])!(5,0)!(0,0)!;(0,2x)(1,0)!(0,[3x1])!(5,0);(0,2x)(1,1x)!(0,[3x1])!(4x,0);(0,2x)(1,1x)!(0,[3x1])!(4x,0)
(0,2x)!(0,0)!(1,0)!(0,[3x6])!(0,0)!(0,0)!;(0,2x)(1,0)!(0,[3x6])(0,0)!;(0,2x)(1,1x)!(0,[3x5x])(0,0)!;(0,2x)(1,1x)!(0,[3x5x])(0,0)!
(0,2x)!(0,0)!(1,0)!(0,[61])!(2x,0)!(0,0)!;(0,2x)(1,0)!(0,[61])!(2x,0);(0,2x)(1,1x)!(0,[5x1])!(1,0)!(0,1x)!;(0,2x)(1,1x)!(0,[5x1])!(1,0)!(0,1x)!
(0,2x)!(0,0)!(1,0)!(0,[63x])!(0,0)!(0,0)!;(0,2x)(1,0)!(0,[63x])(0,0)!;(0,2x)(1,1x)!(0,[5x3x])(0,0)!;(0,2x)(1,1x)!(0,[5x3x])(0,0)!
(0,2x)!(0,0)!(2,0)!(0,0)!(8x,0)!(0,0)!;(0,2x)(2,0)(8x,0);(0,2x)(2,4)(4x,0);(0,2x)(2,2)(4x,2)
(0,2x)!(0,0)!(2,0)!(0,0)!([2x6],0)!(0,0)!;(0,2x)(2,0)([2x6],0);(0,2x)(2,0)([2x6],0);(0,2x)(2,0)([2x6],0)
(0,2x)!(0,0)!(2,0)!(0,0)!([62x],0)!(0,0)!;(0,2x)(2,0)([62x],0);(0,2x)(2,0)([62x],0);(0,2x)(2,0)([62x],0)
(0,2x)!(0,0)!(2,0)!(0,1)!([2x5],0)!(0,0)!;(0,2x)(2,0)!(0,1)!([2x5],0);(0,2x)(2,1x)!(0,1)!([14x],0)!(0,1x)!;(0,2x)(2,1x)!(0,1)!([14x],0)!(0,1x)!
(0,2x)!(0,0)!(2,0)!(0,1)!([52x],0)!(0,0)!;(0,2x)(2,0)!(0,1)!([52x],0);(0,2x)(2,1x)!(0,1)!([4x1],0)!(0,1x)!;(0,2x)(2,1x)!(0,1)!([4x1],0)!(0,1x)!
(0,2x)!(0,0)!(2,0)!(0,3x)!(5,0)!(0,0)!;(0,2x)(2,0)!(0,3x)!(5,0);(0,2x)(2,1x)!(0,3x)!(4x,0);(0,2x)(2,1x)!(0,3x)!(4x,0)
(0,2x)!(0,0)!(2,0)!(0,6)!(2x,0)!(0,0)!;(0,2x)(2,0)!(0,6)!(2x,0);(0,2x)(2,1x)!(0,5x)!(1,0)!(0,1x)!;(0,2x)(2,1x)!(0,5x)!(1,0)!(0,1x)!
(0,2x)!(0,0)!(4x,0)!(0,0)!(6,0)!(0,0)!;(0,2x)(4x,0)(6,0);(0,2x)(2x,0)(6,2);(0,2x)(2x,0)(6,2)
(0,2x)!(0,0)!(4x,0)!(0,1)!(5,0)!(0,0)!;(0,2x)(4x,0)!(0,1)!(5,0);(0,2x)(3,1x)!(0,1)!(4x,0)!(0,1x)!;(0,2x)(3,1x)!(0,1)!(4x,0)!(0,1x)!
(0,2x)!(0,0)!(4x,0)!(0,6)!(0,0)!(0,0)!;(0,2x)(4x,0)!(0,6)(0,0)!;(0,2x)(3,1x)!(0,5x)(0,1x)!;(0,2x)(3,1x)!(0,5x)(0,1x)!
(0,2x)!(0,0)!(7,0)!(0,1)!(2x,0)!(0,0)!;(0,2x)(7,0)!(0,1)!(2x,0);(0,2x)(6x,1x)!(0,1)!(1,0)!(0,1x)!;(0,2x)(6x,1x)!(0,1)!(1,0)!(0,1x)!
(0,2x)!(0,0)!(7,0)!(0,3x)!(0,0)!(0,0)!;(0,2x)(7,0)!(0,3x)(0,0)!;(0,2x)(6x,1x)!(0,3x)(0,0)!;(0,2x)(6x,1x)!(0,3x)(0,0)!
(0,2x)!(0,0)!(8,0)!(0,0)!(2x,0)!(0,0)!;(0,2x)(8,0)(2x,0);(0,2x)(8,0)(2x,0);(0,2x)(8,0)(2x,0)
(0,2x)!(0,0)!([11],0)!(0,[11])!([2x4],0)!(0,0)!;(0,2x)([11],0)!(0,[11])!([2x4],0);(0,2x)!(1x,0)!([11],0)!(0,[11])!([13x],0)!(0,1x)!;(0,2x)!(1x,0)!([11],0)!(0,[11])!([13x],0)!(0,1x)!
(0,2x)!(0,0)!([11],0)!(0,[11])!([42x],0)!(0,0)!;(0,2x)([11],0)!(0,[11])!([42x],0);(0,2x)!(1x,0)!([11],0)!(0,[11])!([3x1],0)!(0,1x)!;(0,2x)!(1x,0)!([11],0)!(0,[11])!([3x1],0)!(0,1x)!
(0,2x)!(0,0)!([11],0)!(0,[13x])!(4,0)!(0,0)!;(0,2x)([11],0)!(0,[13x])!(4,0);(0,2x)!(1x,0)!([11],0)!(0,[13x])!(3x,0);(0,2x)!(1x,0)!([11],0)!(0,[13x])!(3x,0)
(0,2x)!(0,0)!([11],0)!(0,[15])!(2x,0)!(0,0)!;(0,2x)([11],0)!(0,[15])!(2x,0);(2,2x)([11],0)!(0,[13])!(1,0)!(0,1x)!;(2,2x)([11],0)!(0,[13])!(1,0)!(0,1x)!
(0,2x)!(0,0)!([11],0)!(0,[3x1])!(4,0)!(0,0)!;(0,2x)([11],0)!(0,[3x1])!(4,0);(0,2x)!(1x,0)!([11],0)!(0,[3x1])!(3x,0);(0,2x)!(1x,0)!([11],0)!(0,[3x1])!(3x,0)
(0,2x)!(0,0)!([11],0)!(0,[3x5])!(0,0)!(0,0)!;(0,2x)([11],0)!(0,[3x5])(0,0)!;(0,2x)([11],0)!(0,[3x1])!(4,0);(2,2x)([11],0)!(0,[3x1])!(2,0)
(0,2x)!(0,0)!([11],0)!(0,[51])!(2x,0)!(0,0)!;(0,2x)([11],0)!(0,[51])!(2x,0);(2,2x)([11],0)!(0,[31])!(1,0)!(0,1x)!;(2,2x)([11],0)!(0,[31])!(1,0)!(0,1x)!
(0,2x)!(0,0)!([11],0)!(0,[53x])!(0,0)!(0,0)!;(0,2x)([11],0)!(0,[53x])(0,0)!;(0,2x)([11],0)!(0,[13x])!(4,0);(2,2x)([11],0)!(0,[13x])!(2,0)
(0,2x)!(0,0)!([12],0)!(0,1)!([2x4],0)!(0,0)!;(0,2x)([12],0)!(0,1)!([2x4],0);(0,2x)!(1x,0)!([12],0)!(0,1)!([13x],0)!(0,1x)!;(0,2x)!(1x,0)!([12],0)!(0,1)!([13x],0)!(0,1x)!
(0,2x)!(0,0)!([12],0)!(0,1)!([42x],0)!(0,0)!;(0,2x)([12],0)!(0,1)!([42x],0);(0,2x)!(1x,0)!([12],0)!(0,1)!([3x1],0)!(0,1x)!;(0,2x)!(1x,0)!([12],0)!(0,1)!([3x1],0)!(0,1x)!
(0,2x)!(0,0)!([12],0)!(0,3x)!(4,0)!(0,0)!;(0,2x)([12],0)!(0,3x)!(4,0);(0,2x)!(1x,0)!([12],0)!(0,3x)!(3x,0);(0,2x)!(1x,0)!([12],0)!(0,3x)!(3x,0)
(0,2x)!(0,0)!([12],0)!(0,5)!(2x,0)!(0,0)!;(0,2x)([12],0)!(0,5)!(2x,0);(2,2x)([12],0)!(0,3)!(1,0)!(0,1x)!;(2,2x)([12],0)!(0,3)!(1,0)!(0,1x)!
(0,2x)!(0,0)!([14x],0)!(0,1)!(4,0)!(0,0)!;(0,2x)([14x],0)!(0,1)!(4,0);(0,2x)!(1x,0)!([13],0)!(0,1)!(3x,0)!(0,1x)!;(0,2x)!(1x,0)!([13],0)!(0,1)!(3x,0)!(0,1x)!
(0,2x)!(0,0)!([14x],0)!(0,5)!(0,0)!(0,0)!;(0,2x)([14x],0)!(0,5)(0,0)!;(0,2x)([13],0)!(0,1)!(4,0)!(0,1x)!;(2,2x)([13],0)!(0,1)!(2,0)!(0,1x)!
(0,2x)!(0,0)!([16],0)!(0,1)!(2x,0)!(0,0)!;(0,2x)([16],0)!(0,1)!(2x,0);(2,2x)([14],0)!(0,1)!(1,0)!(0,1x)!;(2,2x)([14],0)!(0,1)!(1,0)!(0,1x)!
(0,2x)!(0,0)!([16],0)!(0,3x)!(0,0)!(0,0)!;(0,2x)([16],0)!(0,3x)(0,0)!;(0,2x)([13x],0)!(0,3x)(3x,0)!;(0,2x)!(1x,0)!([13x],0)!(0,3x)(2,0)!
(0,2x)!(0,0)!([21],0)!(0,1)!([2x4],0)!(0,0)!;(0,2x)([21],0)!(0,1)!([2x4],0);(0,2x)!(1x,0)!([21],0)!(0,1)!([13x],0)!(0,1x)!;(0,2x)!(1x,0)!([21],0)!(0,1)!([13x],0)!(0,1x)!
(0,2x)!(0,0)!([21],0)!(0,1)!([42x],0)!(0,0)!;(0,2x)([21],0)!(0,1)!([42x],0);(0,2x)!(1x,0)!([21],0)!(0,1)!([3x1],0)!(0,1x)!;(0,2x)!(1x,0)!([21],0)!(0,1)!([3x1],0)!(0,1x)!
(0,2x)!(0,0)!([21],0)!(0,3x)!(4,0)!(0,0)!;(0,2x)([21],0)!(0,3x)!(4,0);(0,2x)!(1x,0)!([21],0)!(0,3x)!(3x,0);(0,2x)!(1x,0)!([21],0)!(0,3x)!(3x,0)
(0,2x)!(0,0)!([21],0)!(0,5)!(2x,0)!(0,0)!;(0,2x)([21],0)!(0,5)!(2x,0);(2,2x)([21],0)!(0,3)!(1,0)!(0,1x)!;(2,2x)([21],0)!(0,3)!(1,0)!(0,1x)!
(0,2x)!(0,0)!([22],0)!(0,0)!([2x4],0)!(0,0)!;(0,2x)([22],0)([2x4],0);(0,2x)!(1x,0)!([22],0)([2x3x],0);(0,2x)!(1x,0)!([22],0)([2x3x],0)
(0,2x)!(0,0)!([22],0)!(0,0)!([42x],0)!(0,0)!;(0,2x)([22],0)([42x],0);(0,2x)!(1x,0)!([22],0)([3x2x],0);(0,2x)!(1x,0)!([22],0)([3x2x],0)
(0,2x)!(0,0)!([24x],0)!(0,0)!(4,0)!(0,0)!;(0,2x)([24x],0)(4,0);(0,2x)!(1x,0)!([22x],0)(3x,2);(0,2x)!(1x,0)!([22x],0)(3x,2)
(0,2x)!(0,0)!([26],0)!(0,0)!(2x,0)!(0,0)!;(0,2x)([26],0)(2x,0);(2,2x)([24],0)(2x,0);(2,2x)([24],0)(2x,0)
(0,2x)!(0,0)!([4x1],0)!(0,1)!(4,0)!(0,0)!;(0,2x)([4x1],0)!(0,1)!(4,0);(0,2x)!(1x,0)!([31],0)!(0,1)!(3x,0)!(0,1x)!;(0,2x)!(1x,0)!([31],0)!(0,1)!(3x,0)!(0,1x)!
(0,2x)!(0,0)!([4x1],0)!(0,5)!(0,0)!(0,0)!;(0,2x)([4x1],0)!(0,5)(0,0)!;(0,2x)([31],0)!(0,1)!(4,0)!(0,1x)!;(2,2x)([31],0)!(0,1)!(2,0)!(0,1x)!
(0,2x)!(0,0)!([4x2],0)!(0,0)!(4,0)!(0,0)!;(0,2x)([4x2],0)(4,0);(0,2x)!(1x,0)!([2x2],0)(3x,2);(0,2x)!(1x,0)!([2x2],0)(3x,2)
(0,2x)!(0,0)!([4x6],0)!(0,0)!(0,0)!(0,0)!;(0,2x)([4x6],0)(0,0);(0,2x)([2x3x],0)(0,2)!(3x,0)!;(0,2x)!(1x,0)!([2x3x],0)(0,2)!(2,0)!
(0,2x)!(0,0)!([61],0)!(0,1)!(2x,0)!(0,0)!;(0,2x)([61],0)!(0,1)!(2x,0);(2,2x)([41],0)!(0,1)!(1,0)!(0,1x)!;(2,2x)([41],0)!(0,1)!(1,0)!(0,1x)!
(0,2x)!(0,0)!([61],0)!(0,3x)!(0,0)!(0,0)!;(0,2x)([61],0)!(0,3x)(0,0)!;(0,2x)([3x1],0)!(0,3x)(3x,0)!;(0,2x)!(1x,0)!([3x1],0)!(0,3x)(2,0)!
(0,2x)!(0,0)!([62],0)!(0,0)!(2x,0)!(0,0)!;(0,2x)([62],0)(2x,0);(2,2x)([42],0)(2x,0);(2,2x)([42],0)(2x,0)
(0,2x)!(0,0)!([64x],0)!(0,0)!(0,0)!(0,0)!;(0,2x)([64x],0)(0,0);(0,2x)([3x2x],0)(0,2)!(3x,0)!;(0,2x)!(1x,0)!([3x2x],0)(0,2)!(2,0)!
