(0,2x)!(0,0)!(ax,0)!(0,0)!(0,0)!(0,0)!;(0,2x)(ax,0)(0,0);(0,2x)(6x,4)(0,0);(0,2x)(6x,2)(0,2)
(0,3x)!(0,0)!(0,0)!(0,1)!(8x,0)!(0,0)!;(0,3x)(0,0)!(0,1)!(8x,0);(0,3x)(0,0)!(0,1)!(7,0)!(0,1x)!;(0,3x)(0,0)!(0,1)!(7,0)!(0,1x)!
(0,3x)!(0,0)!(0,0)!(0,1)!([2x6],0)!(0,0)!;(0,3x)(0,0)!(0,1)!([2x6],0);(0,3x)!(3x,0)(0,1)!([13x],0)!(0,1x)!;(0,3x)!(2,0)(1x,1)!([13x],0)!(0,1x)!
(0,3x)!(0,0)!(0,0)!(0,1)!([62x],0)!(0,0)!;(0,3x)(0,0)!(0,1)!([62x],0);(0,3x)!(3x,0)(0,1)!([3x1],0)!(0,1x)!;(0,3x)!(2,0)(1x,1)!([3x1],0)!(0,1x)!
(0,3x)!(0,0)!(0,0)!(0,3x)!(6,0)!(0,0)!;(0,3x)(0,0)!(0,3x)!(6,0);(0,3x)!(3x,0);(0,3x)!(2,0)(1x,3x)!(3x,0)
(0,3x)!(0,0)!(0,0)!(0,7)!(2x,0)!(0,0)!;(0,3x)(0,0)!(0,7)!(2x,0);(4,3x)(0,0)!(0,3)!(1,0)!(0,1x)!;(2,3x)(2,0)!(0,3)!(1,0)!(0,1x)!
(0,3x)!(0,0)!(0,0)!(0,9x)!(0,0)!(0,0)!;(0,3x)(0,0)!(0,9x)(0,0)!;(0,3x)(0,0)!(0,8)(0,1x)!;(0,3x)(0,0)!(0,8)(0,1x)!
(0,3x)!(0,0)!(0,0)!(0,[11])!([2x5],0)!(0,0)!;(0,3x)(0,0)!(0,[11])!([2x5],0);(0,3x)(0,1x)!(0,[11])!([14x],0)!(0,1x)!;(0,3x)(0,1x)!(0,[11])!([14x],0)!(0,1x)!
(0,3x)!(0,0)!(0,0)!(0,[11])!([52x],0)!(0,0)!;(0,3x)(0,0)!(0,[11])!([52x],0);(0,3x)(0,1x)!(0,[11])!([4x1],0)!(0,1x)!;(0,3x)(0,1x)!(0,[11])!([4x1],0)!(0,1x)!
(0,3x)!(0,0)!(0,0)!(0,[13x])!(5,0)!(0,0)!;(0,3x)(0,0)!(0,[13x])!(5,0);(0,3x)(0,1x)!(0,[13x])!(4x,0);(0,3x)(0,1x)!(0,[13x])!(4x,0)
(0,3x)!(0,0)!(0,0)!(0,[16])!(2x,0)!(0,0)!;(0,3x)(0,0)!(0,[16])!(2x,0);(0,3x)(0,1x)!(0,[15x])!(1,0)!(0,1x)!;(0,3x)(0,1x)!(0,[15x])!(1,0)!(0,1x)!
(0,3x)!(0,0)!(0,0)!(0,[3x1])!(5,0)!(0,0)!;(0,3x)(0,0)!(0,[3x1])!(5,0);(0,3x)(0,1x)!(0,[3x1])!(4x,0);(0,3x)(0,1x)!(0,[3x1])!(4x,0)
(0,3x)!(0,0)!(0,0)!(0,[3x6])!(0,0)!(0,0)!;(0,3x)(0,0)!(0,[3x6])(0,0)!;(0,3x)(0,1x)!(0,[3x5x])(0,0)!;(0,3x)(0,1x)!(0,[3x5x])(0,0)!
(0,3x)!(0,0)!(0,0)!(0,[61])!(2x,0)!(0,0)!;(0,3x)(0,0)!(0,[61])!(2x,0);(0,3x)(0,1x)!(0,[5x1])!(1,0)!(0,1x)!;(0,3x)(0,1x)!(0,[5x1])!(1,0)!(0,1x)!
(0,3x)!(0,0)!(0,0)!(0,[63x])!(0,0)!(0,0)!;(0,3x)(0,0)!(0,[63x])(0,0)!;(0,3x)(0,1x)!(0,[5x3x])(0,0)!;(0,3x)(0,1x)!(0,[5x3x])(0,0)!
(0,3x)!(0,0)!(1,0)!(0,[11])!([2x4],0)!(0,0)!;(0,3x)(1,0)!(0,[11])!([2x4],0);(0,3x)!(1x,0)!(1,0)!(0,[11])!([13x],0)!(0,1x)!;(0,3x)!(1x,0)!(1,0)!(0,[11])!([13x],0)!(0,1x)!
(0,3x)!(0,0)!(1,0)!(0,[11])!([42x],0)!(0,0)!;(0,3x)(1,0)!(0,[11])!([42x],0);(0,3x)!(1x,0)!(1,0)!(0,[11])!([3x1],0)!(0,1x)!;(0,3x)!(1x,0)!(1,0)!(0,[11])!([3x1],0)!(0,1x)!
(0,3x)!(0,0)!(1,0)!(0,[13x])!(4,0)!(0,0)!;(0,3x)(1,0)!(0,[13x])!(4,0);(0,3x)!(1x,0)!(1,0)!(0,[13x])!(3x,0);(0,3x)!(1x,0)!(1,0)!(0,[13x])!(3x,0)
(0,3x)!(0,0)!(1,0)!(0,[15])!(2x,0)!(0,0)!;(0,3x)(1,0)!(0,[15])!(2x,0);(2,3x)(1,0)!(0,[13])!(1,0)!(0,1x)!;(2,3x)(1,0)!(0,[13])!(1,0)!(0,1x)!
(0,3x)!(0,0)!(1,0)!(0,[3x1])!(4,0)!(0,0)!;(0,3x)(1,0)!(0,[3x1])!(4,0);(0,3x)!(1x,0)!(1,0)!(0,[3x1])!(3x,0);(0,3x)!(1x,0)!(1,0)!(0,[3x1])!(3x,0)
(0,3x)!(0,0)!(1,0)!(0,[3x5])!(0,0)!(0,0)!;(0,3x)(1,0)!(0,[3x5])(0,0)!;(0,3x)(1,0)!(0,[3x1])!(4,0);(2,3x)(1,0)!(0,[3x1])!(2,0)
(0,3x)!(0,0)!(1,0)!(0,[51])!(2x,0)!(0,0)!;(0,3x)(1,0)!(0,[51])!(2x,0);(2,3x)(1,0)!(0,[31])!(1,0)!(0,1x)!;(2,3x)(1,0)!(0,[31])!(1,0)!(0,1x)!
(0,3x)!(0,0)!(1,0)!(0,[53x])!(0,0)!(0,0)!;(0,3x)(1,0)!(0,[53x])(0,0)!;(0,3x)(1,0)!(0,[13x])!(4,0);(2,3x)(1,0)!(0,[13x])!(2,0)
(0,3x)!(0,0)!(2,0)!(0,1)!([2x4],0)!(0,0)!;(0,3x)(2,0)!(0,1)!([2x4],0);(0,3x)!(1x,0)!(2,0)!(0,1)!([13x],0)!(0,1x)!;(0,3x)!(1x,0)!(2,0)!(0,1)!([13x],0)!(0,1x)!
(0,3x)!(0,0)!(2,0)!(0,1)!([42x],0)!(0,0)!;(0,3x)(2,0)!(0,1)!([42x],0);(0,3x)!(1x,0)!(2,0)!(0,1)!([3x1],0)!(0,1x)!;(0,3x)!(1x,0)!(2,0)!(0,1)!([3x1],0)!(0,1x)!
(0,3x)!(0,0)!(2,0)!(0,3x)!(4,0)!(0,0)!;(0,3x)(2,0)!(0,3x)!(4,0);(0,3x)!(1x,0)!(2,0)!(0,3x)!(3x,0);(0,3x)!(1x,0)!(2,0)!(0,3x)!(3x,0)
(0,3x)!(0,0)!(2,0)!(0,5)!(2x,0)!(0,0)!;(0,3x)(2,0)!(0,5)!(2x,0);(2,3x)(2,0)!(0,3)!(1,0)!(0,1x)!;(2,3x)(2,0)!(0,3)!(1,0)!(0,1x)!
(0,3x)!(0,0)!(4x,0)!(0,1)!(4,0)!(0,0)!;(0,3x)(4x,0)!(0,1)!(4,0);(0,3x)!(1x,0)!(3,0)!(0,1)!(3x,0)!(0,1x)!;(0,3x)!(1x,0)!(3,0)!(0,1)!(3x,0)!(0,1x)!
(0,3x)!(0,0)!(4x,0)!(0,5)!(0,0)!(0,0)!;(0,3x)(4x,0)!(0,5)(0,0)!;(0,3x)(3,0)!(0,1)!(4,0)!(0,1x)!;(2,3x)(3,0)!(0,1)!(2,0)!(0,1x)!
(0,3x)!(0,0)!(6,0)!(0,1)!(2x,0)!(0,0)!;(0,3x)(6,0)!(0,1)!(2x,0);(2,3x)(4,0)!(0,1)!(1,0)!(0,1x)!;(2,3x)(4,0)!(0,1)!(1,0)!(0,1x)!
(0,3x)!(0,0)!(6,0)!(0,3x)!(0,0)!(0,0)!;(0,3x)(6,0)!(0,3x)(0,0)!;(0,3x)(3x,0)!;(0,3x)!(1x,0)!(3x,0)!(0,3x)(2,0)!
(0,4x)!(0,0)!(0,0)!(0,0)!(8x,0)!(0,0)!;(0,4x)(0,0)(8x,0);(0,2x)(2,4)(4x,0);(0,2x)(2,2)(4x,2)
(0,4x)!(0,0)!(0,0)!(0,0)!([2x6],0)!(0,0)!;(0,4x)(0,0)([2x6],0);(0,2x)!(3x,0)!(2,0)([2x3x],0);(0,2x)!(2,0)!(2,0)!(1x,0)!([2x3x],0)
(0,4x)!(0,0)!(0,0)!(0,0)!([62x],0)!(0,0)!;(0,4x)(0,0)([62x],0);(0,2x)!(3x,0)!(2,0)([3x2x],0);(0,2x)!(2,0)!(2,0)!(1x,0)!([3x2x],0)
(0,4x)!(0,0)!(0,0)!(0,1)!([2x5],0)!(0,0)!;(0,4x)(0,0)!(0,1)!([2x5],0);(0,2x)(2,1x)!(0,1)!([14x],0)!(0,1x)!;(0,2x)(2,1x)!(0,1)!([14x],0)!(0,1x)!
(0,4x)!(0,0)!(0,0)!(0,1)!([52x],0)!(0,0)!;(0,4x)(0,0)!(0,1)!([52x],0);(0,2x)(2,1x)!(0,1)!([4x1],0)!(0,1x)!;(0,2x)(2,1x)!(0,1)!([4x1],0)!(0,1x)!
(0,4x)!(0,0)!(0,0)!(0,3x)!(5,0)!(0,0)!;(0,4x)(0,0)!(0,3x)!(5,0);(0,2x)(2,1x)!(0,3x)!(4x,0);(0,2x)(2,1x)!(0,3x)!(4x,0)
(0,4x)!(0,0)!(0,0)!(0,6)!(2x,0)!(0,0)!;(0,4x)(0,0)!(0,6)!(2x,0);(0,2x)(2,1x)!(0,5x)!(1,0)!(0,1x)!;(0,2x)(2,1x)!(0,5x)!(1,0)!(0,1x)!
(0,4x)!(0,0)!(1,0)!(0,1)!([2x4],0)!(0,0)!;(0,4x)(1,0)!(0,1)!([2x4],0);(0,4x)!(1x,0)!(1,0)!(0,1)!([13x],0)!(0,1x)!;(0,4x)!(1x,0)!(1,0)!(0,1)!([13x],0)!(0,1x)!
(0,4x)!(0,0)!(1,0)!(0,1)!([42x],0)!(0,0)!;(0,4x)(1,0)!(0,1)!([42x],0);(0,4x)!(1x,0)!(1,0)!(0,1)!([3x1],0)!(0,1x)!;(0,4x)!(1x,0)!(1,0)!(0,1)!([3x1],0)!(0,1x)!
(0,4x)!(0,0)!(1,0)!(0,3x)!(4,0)!(0,0)!;(0,4x)(1,0)!(0,3x)!(4,0);(0,4x)!(1x,0)!(1,0)!(0,3x)!(3x,0);(0,4x)!(1x,0)!(1,0)!(0,3x)!(3x,0)
(0,4x)!(0,0)!(1,0)!(0,5)!(2x,0)!(0,0)!;(0,4x)(1,0)!(0,5)!(2x,0);(2,4x)(1,0)!(0,3)!(1,0)!(0,1x)!;(2,4x)(1,0)!(0,3)!(1,0)!(0,1x)!
(0,4x)!(0,0)!(2,0)!(0,0)!([2x4],0)!(0,0)!;(0,4x)(2,0)([2x4],0);(0,4x)!(1x,0)!(2,0)([2x3x],0);(0,4x)!(1x,0)!(2,0)([2x3x],0)
(0,4x)!(0,0)!(2,0)!(0,0)!([42x],0)!(0,0)!;(0,4x)(2,0)([42x],0);(0,4x)!(1x,0)!(2,0)([3x2x],0);(0,4x)!(1x,0)!(2,0)([3x2x],0)
(0,4x)!(0,0)!(4x,0)!(0,0)!(4,0)!(0,0)!;(0,4x)(4x,0)(4,0);(0,4x)!(1x,0)!(2x,0)(3x,2);(0,4x)!(1x,0)!(2x,0)(3x,2)
(0,4x)!(0,0)!(6,0)!(0,0)!(2x,0)!(0,0)!;(0,4x)(6,0)(2x,0);(2,4x)(4,0)(2x,0);(2,4x)(4,0)(2x,0)
(0,6)!(0,0)!(0,0)!(0,0)!(6,0)!(0,0)!;(0,6)(0,0)(6,0);(0,3x)!(3x,0);(0,3x)!(2,0)(1x,2)!(3x,0)!(0,1x)!
(0,6)!(0,0)!(0,0)!(0,1)!(5,0)!(0,0)!;(0,6)(0,0)!(0,1)!(5,0);(0,5x)(0,1x)!(0,1)!(4x,0)!(0,1x)!;(0,5x)(0,1x)!(0,1)!(4x,0)!(0,1x)!
(0,6)!(0,0)!(0,0)!(0,6)!(0,0)!(0,0)!;(0,6)(0,0)!;(0,5x)(0,1x)!;(0,5x)(0,1x)!
(0,6)!(0,0)!(1,0)!(0,1)!(4,0)!(0,0)!;(0,6)(1,0)!(0,1)!(4,0);(0,5x)!(1x,0)!(1,0)!(0,1)!(3x,0)!(0,1x)!;(0,5x)!(1x,0)!(1,0)!(0,1)!(3x,0)!(0,1x)!
(0,6)!(0,0)!(1,0)!(0,5)!(0,0)!(0,0)!;(0,6)(1,0)!(0,5)(0,0)!;(0,5x)(1,0)!(0,1)!(4,0)!(0,1x)!;(2,5x)(1,0)!(0,1)!(2,0)!(0,1x)!
(0,6)!(0,0)!(2,0)!(0,0)!(4,0)!(0,0)!;(0,6)(2,0)(4,0);(0,3x)!(1x,0)!(2,0)!(0,3x)!(3x,0);(0,3x)!(1x,0)!(2,0)!(0,2)!(3x,0)!(0,1x)!
(0,6)!(0,0)!(6,0)!(0,0)!(0,0)!(0,0)!;(0,6)(6,0)(0,0);(0,3x)(3x,0)!;(0,3x)!(1x,0)!(3x,0)!(0,2)(2,1x)!
(0,8x)!(0,0)!(1,0)!(0,1)!(2x,0)!(0,0)!;(0,8x)(1,0)!(0,1)!(2x,0);(2,6x)(1,0)!(0,1)!(1,0)!(0,1x)!;(2,6x)(1,0)!(0,1)!(1,0)!(0,1x)!
(0,8x)!(0,0)!(1,0)!(0,3x)!(0,0)!(0,0)!;(0,8x)(1,0)!(0,3x)(0,0)!;(0,4x)(1,0)!(0,3x)!(4,0);(2,4x)(1,0)!(0,3x)!(2,0)
(0,8x)!(0,0)!(2,0)!(0,0)!(2x,0)!(0,0)!;(0,8x)(2,0)(2x,0);(2,6x)(2,0)(2x,0);(2,6x)(2,0)(2x,0)
(0,8x)!(0,0)!(4x,0)!(0,0)!(0,0)!(0,0)!;(0,8x)(4x,0)(0,0);(0,4x)(2x,0)(4,2);(2,4x)(2x,0)(2,2)
(0,9x)!(0,0)!(0,0)!(0,1)!(2x,0)!(0,0)!;(0,9x)(0,0)!(0,1)!(2x,0);(0,8)(0,1x)!(0,1)!(1,0)!(0,1x)!;(0,8)(0,1x)!(0,1)!(1,0)!(0,1x)!
(0,9x)!(0,0)!(0,0)!(0,3x)!(0,0)!(0,0)!;(0,9x)(0,0)!(0,3x)(0,0)!;(0,8)(0,1x)!(0,3x)(0,0)!;(0,8)(0,1x)!(0,3x)(0,0)!
(0,[2x2x])!(0,0)!([11],0)!(0,[11])!([2x2x],0)!(0,0)!;(0,[2x2x])([11],0)!(0,[11])!([2x2x],0);(0,[2x2x])([11],0)!(0,[11])!([11],0)!(0,[1x1x])!;(0,[2x2x])([11],0)!(0,[11])!([11],0)!(0,[1x1x])!
(0,[2x2x])!(0,0)!([11],0)!(0,[13x])!(2x,0)!(0,0)!;(0,[2x2x])([11],0)!(0,[13x])!(2x,0);(0,[2x2x])([11],0)!(0,[13x])!(1,0)!(0,1x)!;(0,[2x2x])([11],0)!(0,[13x])!(1,0)!(0,1x)!
(0,[2x2x])!(0,0)!([11],0)!(0,[3x1])!(2x,0)!(0,0)!;(0,[2x2x])([11],0)!(0,[3x1])!(2x,0);(0,[2x2x])([11],0)!(0,[3x1])!(1,0)!(0,1x)!;(0,[2x2x])([11],0)!(0,[3x1])!(1,0)!(0,1x)!
(0,[2x2x])!(0,0)!([11],0)!(0,[3x3x])!(0,0)!(0,0)!;(0,[2x2x])([11],0)!(0,[3x3x])(0,0)!;(0,[2x2x])([11],0)!(0,[3x3x])(0,0)!;(0,[2x2x])([11],0)!(0,[3x3x])(0,0)!
(0,[2x2x])!(0,0)!([12],0)!(0,1)!([2x2x],0)!(0,0)!;(0,[2x2x])([12],0)!(0,1)!([2x2x],0);(0,[2x2x])([12],0)!(0,1)!([11],0)!(0,[1x1x])!;(0,[2x2x])([12],0)!(0,1)!([11],0)!(0,[1x1x])!
(0,[2x2x])!(0,0)!([12],0)!(0,3x)!(2x,0)!(0,0)!;(0,[2x2x])([12],0)!(0,3x)!(2x,0);(0,[2x2x])([12],0)!(0,3x)!(1,0)!(0,1x)!;(0,[2x2x])([12],0)!(0,3x)!(1,0)!(0,1x)!
(0,[2x2x])!(0,0)!([14x],0)!(0,1)!(2x,0)!(0,0)!;(0,[2x2x])([14x],0)!(0,1)!(2x,0);(0,[2x2x])([13],0)!(0,1)!(1,0)!(0,[1x1x])!;(0,[2x2x])([13],0)!(0,1)!(1,0)!(0,[1x1x])!
(0,[2x2x])!(0,0)!([14x],0)!(0,3x)!(0,0)!(0,0)!;(0,[2x2x])([14x],0)!(0,3x)(0,0)!;(0,[2x2x])([13],0)!(0,3x)(0,1x)!;(0,[2x2x])([13],0)!(0,3x)(0,1x)!
(0,[2x2x])!(0,0)!([21],0)!(0,1)!([2x2x],0)!(0,0)!;(0,[2x2x])([21],0)!(0,1)!([2x2x],0);(0,[2x2x])([21],0)!(0,1)!([11],0)!(0,[1x1x])!;(0,[2x2x])([21],0)!(0,1)!([11],0)!(0,[1x1x])!
(0,[2x2x])!(0,0)!([21],0)!(0,3x)!(2x,0)!(0,0)!;(0,[2x2x])([21],0)!(0,3x)!(2x,0);(0,[2x2x])([21],0)!(0,3x)!(1,0)!(0,1x)!;(0,[2x2x])([21],0)!(0,3x)!(1,0)!(0,1x)!
(0,[2x2x])!(0,0)!([22],0)!(0,0)!([2x2x],0)!(0,0)!;(0,[2x2x])([22],0)([2x2x],0);(0,[2x2x])([22],0)([2x2x],0);(0,[2x2x])([22],0)([2x2x],0)
(0,[2x2x])!(0,0)!([24x],0)!(0,0)!(2x,0)!(0,0)!;(0,[2x2x])([24x],0)(2x,0);(0,[2x2x])([22x],0)(2x,2);(0,[2x2x])([22x],0)(2x,2)
(0,[2x2x])!(0,0)!([4x1],0)!(0,1)!(2x,0)!(0,0)!;(0,[2x2x])([4x1],0)!(0,1)!(2x,0);(0,[2x2x])([31],0)!(0,1)!(1,0)!(0,[1x1x])!;(0,[2x2x])([31],0)!(0,1)!(1,0)!(0,[1x1x])!
(0,[2x2x])!(0,0)!([4x1],0)!(0,3x)!(0,0)!(0,0)!;(0,[2x2x])([4x1],0)!(0,3x)(0,0)!;(0,[2x2x])([31],0)!(0,3x)(0,1x)!;(0,[2x2x])([31],0)!(0,3x)(0,1x)!
(0,[2x2x])!(0,0)!([4x2],0)!(0,0)!(2x,0)!(0,0)!;(0,[2x2x])([4x2],0)(2x,0);(0,[2x2x])([2x2],0)(2x,2);(0,[2x2x])([2x2],0)(2x,2)
(0,[2x2x])!(0,0)!([4x4x],0)!(0,0)!(0,0)!(0,0)!;(0,[2x2x])([4x4x],0)(0,0);(0,[2x2x])([2x2x],0)(0,[22]);(0,[2x2x])([2x2x],0)(0,[22])
(0,[2x3x])!(0,0)!(1,0)!(0,[11])!([2x2x],0)!(0,0)!;(0,[2x3x])(1,0)!(0,[11])!([2x2x],0);(0,[2x3x])(1,0)!(0,[11])!([11],0)!(0,[1x1x])!;(0,[2x3x])(1,0)!(0,[11])!([11],0)!(0,[1x1x])!
(0,[2x3x])!(0,0)!(1,0)!(0,[13x])!(2x,0)!(0,0)!;(0,[2x3x])(1,0)!(0,[13x])!(2x,0);(0,[2x3x])(1,0)!(0,[13x])!(1,0)!(0,1x)!;(0,[2x3x])(1,0)!(0,[13x])!(1,0)!(0,1x)!
(0,[2x3x])!(0,0)!(1,0)!(0,[3x1])!(2x,0)!(0,0)!;(0,[2x3x])(1,0)!(0,[3x1])!(2x,0);(0,[2x3x])(1,0)!(0,[3x1])!(1,0)!(0,1x)!;(0,[2x3x])(1,0)!(0,[3x1])!(1,0)!(0,1x)!
(0,[2x3x])!(0,0)!(1,0)!(0,[3x3x])!(0,0)!(0,0)!;(0,[2x3x])(1,0)!(0,[3x3x])(0,0)!;(0,[2x3x])(1,0)!(0,[3x3x])(0,0)!;(0,[2x3x])(1,0)!(0,[3x3x])(0,0)!
(0,[2x3x])!(0,0)!(2,0)!(0,1)!([2x2x],0)!(0,0)!;(0,[2x3x])(2,0)!(0,1)!([2x2x],0);(0,[2x3x])(2,0)!(0,1)!([11],0)!(0,[1x1x])!;(0,[2x3x])(2,0)!(0,1)!([11],0)!(0,[1x1x])!
(0,[2x3x])!(0,0)!(2,0)!(0,3x)!(2x,0)!(0,0)!;(0,[2x3x])(2,0)!(0,3x)!(2x,0);(0,[2x3x])(2,0)!(0,3x)!(1,0)!(0,1x)!;(0,[2x3x])(2,0)!(0,3x)!(1,0)!(0,1x)!
(0,[2x3x])!(0,0)!(4x,0)!(0,1)!(2x,0)!(0,0)!;(0,[2x3x])(4x,0)!(0,1)!(2x,0);(0,[2x3x])(3,0)!(0,1)!(1,0)!(0,[1x1x])!;(0,[2x3x])(3,0)!(0,1)!(1,0)!(0,[1x1x])!
(0,[2x3x])!(0,0)!(4x,0)!(0,3x)!(0,0)!(0,0)!;(0,[2x3x])(4x,0)!(0,3x)(0,0)!;(0,[2x3x])(3,0)!(0,3x)(0,1x)!;(0,[2x3x])(3,0)!(0,3x)(0,1x)!
(0,[2x4x])!(0,0)!(1,0)!(0,1)!([2x2x],0)!(0,0)!;(0,[2x4x])(1,0)!(0,1)!([2x2x],0);(0,[2x4x])(1,0)!(0,1)!([11],0)!(0,[1x1x])!;(0,[2x4x])(1,0)!(0,1)!([11],0)!(0,[1x1x])!
(0,[2x4x])!(0,0)!(1,0)!(0,3x)!(2x,0)!(0,0)!;(0,[2x4x])(1,0)!(0,3x)!(2x,0);(0,[2x4x])(1,0)!(0,3x)!(1,0)!(0,1x)!;(0,[2x4x])(1,0)!(0,3x)!(1,0)!(0,1x)!
(0,[2x4x])!(0,0)!(2,0)!(0,0)!([2x2x],0)!(0,0)!;(0,[2x4x])(2,0)([2x2x],0);(0,[2x4x])(2,0)([2x2x],0);(0,[2x4x])(2,0)([2x2x],0)
(0,[2x4x])!(0,0)!(4x,0)!(0,0)!(2x,0)!(0,0)!;(0,[2x4x])(4x,0)(2x,0);(0,[2x4x])(2x,0)(2x,2);(0,[2x4x])(2x,0)(2x,2)
(0,[2x6])!(0,0)!(1,0)!(0,1)!(2x,0)!(0,0)!;(0,[2x6])(1,0)!(0,1)!(2x,0);(0,[2x5x])(1,0)!(0,1)!(1,0)!(0,[1x1x])!;(0,[2x5x])(1,0)!(0,1)!(1,0)!(0,[1x1x])!
(0,[2x6])!(0,0)!(1,0)!(0,3x)!(0,0)!(0,0)!;(0,[2x6])(1,0)!(0,3x)(0,0)!;(0,[2x5x])(1,0)!(0,3x)(0,1x)!;(0,[2x5x])(1,0)!(0,3x)(0,1x)!
(0,[2x6])!(0,0)!(2,0)!(0,0)!(2x,0)!(0,0)!;(0,[2x6])(2,0)(2x,0);(0,[2x3x])(2,0)!(0,3x)!(2x,0);(0,[2x3x])(2,0)!(0,2)!(2x,0)!(0,1x)!
(0,[2x6])!(0,0)!(4x,0)!(0,0)!(0,0)!(0,0)!;(0,[2x6])(4x,0)(0,0);(0,[2x3x])(2x,0)!(0,3x)!(0,2);(0,[2x3x])(2x,0)!(0,2)!(0,2)!(0,1x)!
(0,[3x2x])!(0,0)!(1,0)!(0,[11])!([2x2x],0)!(0,0)!;(0,[3x2x])(1,0)!(0,[11])!([2x2x],0);(0,[3x2x])(1,0)!(0,[11])!([11],0)!(0,[1x1x])!;(0,[3x2x])(1,0)!(0,[11])!([11],0)!(0,[1x1x])!
(0,[3x2x])!(0,0)!(1,0)!(0,[13x])!(2x,0)!(0,0)!;(0,[3x2x])(1,0)!(0,[13x])!(2x,0);(0,[3x2x])(1,0)!(0,[13x])!(1,0)!(0,1x)!;(0,[3x2x])(1,0)!(0,[13x])!(1,0)!(0,1x)!
(0,[3x2x])!(0,0)!(1,0)!(0,[3x1])!(2x,0)!(0,0)!;(0,[3x2x])(1,0)!(0,[3x1])!(2x,0);(0,[3x2x])(1,0)!(0,[3x1])!(1,0)!(0,1x)!;(0,[3x2x])(1,0)!(0,[3x1])!(1,0)!(0,1x)!
(0,[3x2x])!(0,0)!(1,0)!(0,[3x3x])!(0,0)!(0,0)!;(0,[3x2x])(1,0)!(0,[3x3x])(0,0)!;(0,[3x2x])(1,0)!(0,[3x3x])(0,0)!;(0,[3x2x])(1,0)!(0,[3x3x])(0,0)!
(0,[3x2x])!(0,0)!(2,0)!(0,1)!([2x2x],0)!(0,0)!;(0,[3x2x])(2,0)!(0,1)!([2x2x],0);(0,[3x2x])(2,0)!(0,1)!([11],0)!(0,[1x1x])!;(0,[3x2x])(2,0)!(0,1)!([11],0)!(0,[1x1x])!
(0,[3x2x])!(0,0)!(2,0)!(0,3x)!(2x,0)!(0,0)!;(0,[3x2x])(2,0)!(0,3x)!(2x,0);(0,[3x2x])(2,0)!(0,3x)!(1,0)!(0,1x)!;(0,[3x2x])(2,0)!(0,3x)!(1,0)!(0,1x)!
(0,[3x2x])!(0,0)!(4x,0)!(0,1)!(2x,0)!(0,0)!;(0,[3x2x])(4x,0)!(0,1)!(2x,0);(0,[3x2x])(3,0)!(0,1)!(1,0)!(0,[1x1x])!;(0,[3x2x])(3,0)!(0,1)!(1,0)!(0,[1x1x])!
(0,[3x2x])!(0,0)!(4x,0)!(0,3x)!(0,0)!(0,0)!;(0,[3x2x])(4x,0)!(0,3x)(0,0)!;(0,[3x2x])(3,0)!(0,3x)(0,1x)!;(0,[3x2x])(3,0)!(0,3x)(0,1x)!
(0,[3x3x])!(0,0)!(0,0)!(0,[11])!([2x2x],0)!(0,0)!;(0,[3x3x])(0,0)!(0,[11])!([2x2x],0);(0,[3x3x])(0,0)!(0,[11])!([11],0)!(0,[1x1x])!;(0,[3x3x])(0,0)!(0,[11])!([11],0)!(0,[1x1x])!
(0,[3x3x])!(0,0)!(0,0)!(0,[13x])!(2x,0)!(0,0)!;(0,[3x3x])(0,0)!(0,[13x])!(2x,0);(0,[3x3x])(0,0)!(0,[13x])!(1,0)!(0,1x)!;(0,[3x3x])(0,0)!(0,[13x])!(1,0)!(0,1x)!
(0,[3x3x])!(0,0)!(0,0)!(0,[3x1])!(2x,0)!(0,0)!;(0,[3x3x])(0,0)!(0,[3x1])!(2x,0);(0,[3x3x])(0,0)!(0,[3x1])!(1,0)!(0,1x)!;(0,[3x3x])(0,0)!(0,[3x1])!(1,0)!(0,1x)!
(0,[3x3x])!(0,0)!(0,0)!(0,[3x3x])!(0,0)!(0,0)!;(0,[3x3x])(0,0)!;(0,[3x3x])(0,0)!;(0,[3x3x])(0,0)!
(0,[3x4x])!(0,0)!(0,0)!(0,1)!([2x2x],0)!(0,0)!;(0,[3x4x])(0,0)!(0,1)!([2x2x],0);(0,[3x2x])(2,0)!(0,1)!([11],0)!(0,[1x1x])!;(0,[3x2x])(2,0)!(0,1)!([11],0)!(0,[1x1x])!
(0,[3x4x])!(0,0)!(0,0)!(0,3x)!(2x,0)!(0,0)!;(0,[3x4x])(0,0)!(0,3x)!(2x,0);(0,[3x2x])(2,0)!(0,3x)!(1,0)!(0,1x)!;(0,[3x2x])(2,0)!(0,3x)!(1,0)!(0,1x)!
(0,[3x6])!(0,0)!(0,0)!(0,1)!(2x,0)!(0,0)!;(0,[3x6])(0,0)!(0,1)!(2x,0);(0,[3x5x])(0,0)!(0,1)!(1,0)!(0,[1x1x])!;(0,[3x5x])(0,0)!(0,1)!(1,0)!(0,[1x1x])!
(0,[3x6])!(0,0)!(0,0)!(0,3x)!(0,0)!(0,0)!;(0,[3x6])(0,0)!(0,3x)(0,0)!;(0,[3x5x])(0,0)!(0,3x)(0,1x)!;(0,[3x5x])(0,0)!(0,3x)(0,1x)!
